seed,detector,variant,view,rewrite,n_harm,recall,miss_mean_p,conf_miss,fpr,recall_swap_storm,recall_early_measure,auc,ece,dj_fpr
0,ngram_lr,aug_loro,L1,swap_to_3cx,184,0.9836956521739131,0.41893026773561254,0.0,0.0,0.9894736842105263,0.9775280898876404,,,
0,ngram_lr,aug_loro,L1,identity_pad,184,0.9836956521739131,0.41893026773561254,0.0,0.0,0.9894736842105263,0.9775280898876404,,,
0,ngram_lr,aug_loro,L1,cx_pad,184,0.9836956521739131,0.41893026773561254,0.0,0.0,0.9894736842105263,0.9775280898876404,,,
0,ngram_lr,aug_loro,L1,decompose,184,0.9891304347826086,0.407513708149814,0.0,0.0,0.9894736842105263,0.9887640449438202,,,
0,ngram_lr,aug_loro,L1,relabel,184,0.9728260869565217,0.2844873474318119,0.0,0.031578947368421054,0.9894736842105263,0.9550561797752809,,,
0,ngram_lr,aug_loro,L1,combined,184,0.9728260869565217,0.28464384570258855,0.0,0.031578947368421054,0.9894736842105263,0.9550561797752809,,,
0,cnn,clean,L1,none,184,0.907608695652174,0.29520905017852783,0.005434782608695652,0.010526315789473684,0.8421052631578947,0.9775280898876404,0.993020594965675,0.09726964958733128,0.0
0,cnn,clean,L1,swap_to_3cx,184,0.907608695652174,0.29520905017852783,0.005434782608695652,0.010526315789473684,0.8421052631578947,0.9775280898876404,,,
0,cnn,clean,L1,identity_pad,184,0.907608695652174,0.29520905017852783,0.005434782608695652,0.010526315789473684,0.8421052631578947,0.9775280898876404,,,
0,cnn,clean,L1,cx_pad,184,0.907608695652174,0.29520905017852783,0.005434782608695652,0.010526315789473684,0.8421052631578947,0.9775280898876404,,,
0,cnn,clean,L1,decompose,184,0.907608695652174,0.292948454618454,0.005434782608695652,0.010526315789473684,0.8421052631578947,0.9775280898876404,,,
0,cnn,clean,L1,relabel,184,0.907608695652174,0.2753790616989136,0.02717391304347826,0.042105263157894736,0.8526315789473684,0.9662921348314607,,,
0,cnn,clean,L1,combined,184,0.907608695652174,0.2753790616989136,0.02717391304347826,0.042105263157894736,0.8526315789473684,0.9662921348314607,,,
0,feat_gb,clean,L1,none,184,1.0,nan,0.0,0.010526315789473684,1.0,1.0,1.0,0.0035899984414642853,0.0
0,feat_gb,clean,L1,swap_to_3cx,184,1.0,nan,0.0,0.010526315789473684,1.0,1.0,,,
0,feat_gb,clean,L1,identity_pad,184,1.0,nan,0.0,0.010526315789473684,1.0,1.0,,,
0,feat_gb,clean,L1,cx_pad,184,1.0,nan,0.0,0.010526315789473684,1.0,1.0,,,
0,feat_gb,clean,L1,decompose,184,1.0,nan,0.0,0.010526315789473684,1.0,1.0,,,
0,feat_gb,clean,L1,relabel,184,1.0,nan,0.0,0.042105263157894736,1.0,1.0,,,
0,feat_gb,clean,L1,combined,184,1.0,nan,0.0,0.042105263157894736,1.0,1.0,,,
0,feat_gb,aug_loro,L1,swap_to_3cx,184,1.0,nan,0.0,0.010526315789473684,1.0,1.0,,,
0,feat_gb,aug_loro,L1,identity_pad,184,1.0,nan,0.0,0.010526315789473684,1.0,1.0,,,
0,feat_gb,aug_loro,L1,cx_pad,184,1.0,nan,0.0,0.010526315789473684,1.0,1.0,,,
0,feat_gb,aug_loro,L1,decompose,184,1.0,nan,0.0,0.010526315789473684,1.0,1.0,,,
0,feat_gb,aug_loro,L1,relabel,184,1.0,nan,0.0,0.021052631578947368,1.0,1.0,,,
0,feat_gb,aug_loro,L1,combined,184,1.0,nan,0.0,0.021052631578947368,1.0,1.0,,,
